S/No.,REGION,COUNTY,SUB COUNTY,UIC,KNEC,SCHOOL NAME,CLUSTER,TYPE,(Regular/,DISABILITY,ACCOMODATI,GENDER
639,RIFT VALLEY,TRANS NZOIA,TRANS NZOIA,C6VR,23528106,AIC MOI BOYS HIGH SCHOOL KAPLAMAI,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
640,RIFT VALLEY,TRANS NZOIA,TEARSATNS NZOIA,M5SW,23528124,BWAKE GIRLS SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
641,RIFT VALLEY,TRANS NZOIA,ETARSATNS NZOIA,DT2M,23528108,FRIENDS BWAKE BOYS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
642,RIFT VALLEY,TRANS NZOIA,TEARSATNS NZOIA,4VQP,23528105,IMMACULATE CONCEPTION BOYS MUKUYU,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
643,RIFT VALLEY,TRANS NZOIA,ETARSATNS NZOIA,FDNM,23528204,KIPKEIKEI BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
644,RIFT VALLEY,TRANS NZOIA,ETARSATNS NZOIA,RZGG,23528116,ST MARK'S GIRLS CHERANGANI,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
645,RIFT VALLEY,TRANS NZOIA,TEARSATNS NZOIA,SP92,23528101,ST MARKS HIGH SCHOOL CHERANGANI,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
646,RIFT VALLEY,TRANS NZOIA,TEARSATNS NZOIA,MTKZ,23503108,BOMA BOYS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
647,RIFT VALLEY,TRANS NZOIA,TWREASNTS NZOIA,HXEH,23503110,KITALE SCHOOL-SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
648,RIFT VALLEY,TRANS NZOIA,TWREASNTS NZOIA,SK5F,23503111,ST JOSEPH'S GIRLS' HIGH SCHOOL KITALE,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
649,RIFT VALLEY,TURKANA,AWREOSOT,2W8X,21592301,KATILU BOYS SECONDARY SCHOOL,C2,PUBLIC,INTERGRATE,VI,BOARDING,BOYS
650,RIFT VALLEY,TURKANA,TURKANA EAST,F3K2,21548101,AIC KANGITIT GIRLS,C2,PUBLIC,DREGULAR,NONE,BOARDING,GIRLS
651,RIFT VALLEY,TURKANA,TURKANA EAST,8RL6,21548102,RCEA LOKORI BOYS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
652,RIFT VALLEY,TURKANA,TURKANA NORTH,U54W,21524102,KATABOI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
653,RIFT VALLEY,TURKANA,TURKANA NORTH,LJ7X,21524101,LOKITAUNG SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
654,RIFT VALLEY,TURKANA,TURKANA SOUTH,N836,21525202,UHURU GIRLS' HIGH SCHOOL- LOKICHAR,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
655,RIFT VALLEY,TURKANA,TURKANA WEST,NNH8,21549102,OUR LADY'S GIRLS SECONDARY KAKUMA,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
656,RIFT VALLEY,UASIN GISHU,AINABKOI,S5S8,26534122,ARNESEN'S HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
657,RIFT VALLEY,UASIN GISHU,AINABKOI,AS2S,26534118,DRYS GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
658,RIFT VALLEY,UASIN GISHU,AINABKOI,ZACS,26534119,KAPNGETUNY HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
659,RIFT VALLEY,UASIN GISHU,AINABKOI,WXGD,26534114,KIPKABUS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
660,RIFT VALLEY,UASIN GISHU,AINABKOI,SE5P,26534107,PLATEAU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
661,RIFT VALLEY,UASIN GISHU,AINABKOI,22WA,26534124,RURIGI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
662,RIFT VALLEY,UASIN GISHU,KAPSERET,GAMM,26535111,NGERIA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
663,RIFT VALLEY,UASIN GISHU,KAPSERET,KZS8,26535126,SIMAT SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
664,RIFT VALLEY,UASIN GISHU,KESSES,DNZN,26578008,ACK ST. LUKES CHEPTIRET SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
665,RIFT VALLEY,UASIN GISHU,KESSES,XEMY,26578003,CHEPLASKEI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
666,RIFT VALLEY,UASIN GISHU,KESSES,WPEN,26578001,HILL SCHOOL - ELDORET,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
667,RIFT VALLEY,UASIN GISHU,KESSES,QTRW,26578009,KAPKOIGA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
668,RIFT VALLEY,UASIN GISHU,KESSES,467Z,26578007,ST CATHERINE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
669,RIFT VALLEY,UASIN GISHU,MOIBEN,DKRG,26577124,MOIBEN HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
670,RIFT VALLEY,UASIN GISHU,MOIBEN,XQ8N,26577117,SEKO GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
671,RIFT VALLEY,UASIN GISHU,SOY,XR9H,26576103,KEROTET GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
672,RIFT VALLEY,UASIN GISHU,SOY,6WNR,26576109,KIPSANGUI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
673,RIFT VALLEY,UASIN GISHU,SOY,ZYSN,26576117,"LORETO HIGH SCHOOL, MATUNDA",C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
674,RIFT VALLEY,UASIN GISHU,TURBO,VBMU,26509112,KAMAGUT HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
675,RIFT VALLEY,UASIN GISHU,TURBO,CR75,26509117,SUGOI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
676,RIFT VALLEY,UASIN GISHU,TURBO,FLKV,26509111,TURBO GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
677,WESTERN,VIHIGA,EMUHAYA,4GUY,38618201,EMUSIRE HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
678,WESTERN,VIHIGA,HAMISI,Q4N5,38619203,FRIENDS SCHOOL KAIMOSI BOYS SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
679,WESTERN,VIHIGA,HAMISI,L8RZ,38619201,FRIENDS SCHOOL KAIMOSI GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
680,WESTERN,VIHIGA,HAMISI,BW8Z,38619101,GOIBEI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
681,WESTERN,VIHIGA,HAMISI,4EWN,38619202,SENENDE BOYS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
682,WESTERN,VIHIGA,HAMISI,2YMW,38619204,ST. PAULS ERUSUI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
683,WESTERN,VIHIGA,HAMISI,YEQR,38619103,TIGOI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
684,WESTERN,VIHIGA,LUANDA,ZS9D,38633202,EBUBAYI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
685,WESTERN,VIHIGA,LUANDA,UH58,38633210,EBUSAKAMI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
686,WESTERN,VIHIGA,LUANDA,T2GS,38633204,HOBUNAKA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
687,WESTERN,VIHIGA,LUANDA,752T,38633205,IBUBI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
688,WESTERN,VIHIGA,SABATIA,BJYH,38622207,FRIENDS GIRLS HIGH SCHOOL - IGUNGA,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
689,WESTERN,VIHIGA,SABATIA,QGV4,38622202,FRIENDS SCHOOL - MBALE,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
690,WESTERN,VIHIGA,SABATIA,6MZN,38622102,MOI GIRLS' SECONDARY SCHOOL-VOKOLI,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
691,WESTERN,VIHIGA,VIHIGA,NC9X,38604107,MADIRA GIRLS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
692,WESTERN,VIHIGA,VIHIGA,WQ77,38604102,MUDAVADI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
693,WESTERN,VIHIGA,VIHIGA,2PCU,38604109,ST. CLARE'S MARAGOLI GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
694,WESTERN,VIHIGA,VIHIGA,EMQX,38604101,VIHIGA FRIENDS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
695,NORTH EASTERN,WAJIR,WAJIR EAST,WNTK,46802102,SABUNLEY SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
696,NORTH EASTERN,WAJIR,WAJIR NORTH,XM8B,46807101,BUTE BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
697,NORTH EASTERN,WAJIR,WAJIR NORTH,EMTE,46807102,BUTE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
698,NORTH EASTERN,WAJIR,WAJIR WEST,VF3F,46808101,GRIFTU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
699,NORTH EASTERN,WAJIR,WAJIR WEST,X98F,46808102,HON KHALIF GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
700,RIFT VALLEY,WEST POKOT,KACHELIBA,KNEF,24585101,HOLY CROSS BOYS SECONDARY SCHOOL -,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
701,RIFT VALLEY,WEST POKOT,KACHELIBA,QQRR,24585104,SKTA CBHAEKLHIIBTAA GIRLS SECONDARY SCHOOL-KARON,C2,PUBLIC,REGULAR,NONE,BAORDING,GIRLS
702,RIFT VALLEY,WEST POKOT,KIPKOMO,AM65,24504102,CHEPKORNISWO BOYS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
703,RIFT VALLEY,WEST POKOT,KIPKOMO,YASS,24504202,HOLY ROSARY GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
704,RIFT VALLEY,WEST POKOT,KIPKOMO,4QFS,24504201,ORTUM SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
705,RIFT VALLEY,WEST POKOT,KIPKOMO,AWXN,24504101,ST. CECILIA GIRLS SECONDARY SCHOOL-,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
706,RIFT VALLEY,WEST POKOT,KIPKOMO,3JBX,24504106,CSTH.E SPTAERPEHREINA LAIKONG GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
707,RIFT VALLEY,WEST POKOT,NORTH POKOT,27JH,24530201,ST. COMBONI,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
708,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,QUG3,24531101,WEI-WEI BOYS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
709,RIFT VALLEY,WEST POKOT,WEST POKOT,YXA4,24505401,SOOK BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
